game_id,date
936,"Aug 26, 2003        "
937,"Jul 29, 2003        "
938,"Jun 24, 2003        "
939,"Jun 24, 2003        "
940,"Jun 9, 2003         "
941,"May 21, 2003        "
942,"Apr 14, 2003        "
943,"Apr 8, 2003         "
944,"Mar 24, 2003        "
945,"Mar 18, 2003        "
946,"Feb 28, 2003        "
947,"Dec 3, 2002         "
948,"Dec 2, 2002         "
949,"Nov 17, 2002        "
950,"Nov 17, 2002        "
951,"Nov 5, 2002         "
952,"Oct 28, 2002        "
953,"Oct 21, 2002        "
954,"Sep 24, 2002        "
955,"Sep 22, 2002        "
956,"Sep 15, 2002        "
957,"Aug 25, 2002        "
958,"Aug 13, 2002        "
959,"Aug 13, 2002        "
960,"Jun 23, 2002        "
961,"Feb 9, 2002         "
962,"Jan 13, 2002        "
963,"Dec 2, 2001         "
964,"Dec 2, 2001         "
965,"Nov 18, 2001        "
966,"Nov 17, 2001        "
967,"Nov 17, 2001        "
968,"Nov 11, 2001        "
969,"Sep 9, 2001         "
970,"Aug 26, 2001        "
971,"Jun 12, 2001        "
972,"Jun 10, 2001        "
973,"May 6, 2001         "
974,"Apr 8, 2001         "
975,"Mar 28, 2001        "
976,"Feb 5, 2001         "
977,"Nov 19, 2000        "
978,"Nov 13, 2000        "
979,"Nov 5, 2000         "
980,"Oct 25, 2000        "
981,"Sep 1, 2000         "
982,"Aug 28, 2000        "
983,"Jun 26, 2000        "
984,"Jun 13, 2000        "
985,"May 22, 2000        "
986,"Apr 30, 2000        "
987,"Feb 14, 2000        "
988,"Jun 30, 1999        "
989,"Jun 30, 1999        "
990,"Apr 26, 1999        "
991,"Feb 8, 1999         "
992,"Nov 23, 1998        "
993,"Sep 30, 1998        "
994,"May 31, 1998        "
995,"Mar 1, 1998         "
996,"Nov 24, 1997        "
997,"Aug 25, 1997        "
998,"Jul 1, 1997         "
999,"Feb 28, 1997        "
1000,"Feb 10, 1997        "
1001,"Nov 1, 1996         "
1002,"Sep 29, 1996        "
1003,"Sep 26, 1996        "
1004,Canceled            
1005,Canceled            
1006,Canceled            
1007,Canceled            
1008,Canceled            
1009,Canceled            
1010,Canceled            
1011,Canceled            
1012,TBA                 
1013,TBA                 
1014,TBA                 
1015,Canceled            
1016,Canceled            
1017,TBA                 
1018,Canceled            
1019,Q4 2015             
1020,TBA                 
1021,TBA                 
1022,TBA                 
1023,TBA                 
1024,TBA                 
1025,TBA                 
1026,TBA                 
